"";"";"";"Domenica";"";"Lunedi"
"Ente";"Sezioni";"% ore 12";"% ore 19";"% ore 23";"% ore 15"
"SEZIONE 1659";"";"23,91";"51,09";"58,39";"73,14"
"SEZIONE 1660";"";"23,14";"52,11";"57,14";"70,82"
"SEZIONE 1661";"";"22,03";"48,08";"57,87";"69,41"
"SEZIONE 1662";"";"20,58";"45,54";"56,08";"70,34"
"SEZIONE 1663";"";"22,34";"49,01";"58,02";"73,87"
"SEZIONE 1664";"";"15,15";"49,62";"57,20";"72,85"
"SEZIONE 1665";"";"17,62";"53,65";"61,75";"77,46"
"SEZIONE 1666";"";"21,37";"52,26";"61,00";"71,61"
"SEZIONE 1667";"";"18,67";"50,94";"57,74";"67,87"
"SEZIONE 1668";"";"16,38";"48,51";"56,65";"67,15"
"SEZIONE 1669";"";"19,12";"51,28";"58,01";"69,34"
"SEZIONE 1670";"";"20,12";"44,43";"52,48";"67,18"
"SEZIONE 1671";"";"20,61";"44,12";"50,56";"63,12"
"SEZIONE 1672";"";"16,06";"41,42";"48,82";"64,72"
"SEZIONE 1673";"";"14,82";"44,00";"54,35";"65,88"
"SEZIONE 1674";"";"15,81";"43,16";"51,85";"65,24"
"SEZIONE 1675";"";"18,72";"39,93";"46,88";"61,50"
"SEZIONE 1676";"";"16,90";"44,40";"49,69";"60,08"
"SEZIONE 1677";"";"14,77";"44,65";"53,03";"67,14"
"SEZIONE 1678";"";"15,06";"45,90";"55,12";"66,29"
"SEZIONE 1679";"";"18,34";"48,38";"54,55";"67,64"
"SEZIONE 1680";"";"18,48";"39,03";"43,70";"55,79"
"SEZIONE 1681";"";"11,69";"26,54";"30,33";"41,07"
"SEZIONE 1682";"";"18,33";"50,08";"56,71";"72,67"
"SEZIONE 1683";"";"18,53";"41,08";"46,89";"57,81"
"SEZIONE 1684";"";"14,33";"35,51";"39,49";"51,59"
"SEZIONE 1685";"";"18,70";"41,98";"48,09";"62,34"
"SEZIONE 1686";"";"18,57";"48,67";"56,55";"68,20"
"SEZIONE 1687";"";"19,47";"51,43";"58,65";"73,42"
"SEZIONE 1688";"";"20,78";"51,46";"58,02";"71,27"
"SEZIONE 1689";"";"19,95";"38,83";"43,01";"54,72"
"SEZIONE 1690";"";"18,11";"43,14";"52,83";"69,81"
"SEZIONE 1691";"";"22,94";"52,18";"60,10";"76,25"
"SEZIONE 1692";"";"19,45";"51,83";"60,18";"73,46"
"SEZIONE 1693";"";"17,89";"49,45";"58,09";"70,35"
"SEZIONE 1694";"";"21,78";"53,04";"62,37";"76,00"
"SEZIONE 1695";"";"20,91";"52,78";"58,68";"68,97"
"SEZIONE 1696";"";"16,39";"48,67";"56,80";"68,74"
"SEZIONE 1697";"";"18,34";"47,33";"56,82";"67,16"
"SEZIONE 1698";"";"12,94";"27,86";"33,33";"41,79"
"SEZIONE 1699";"";"15,50";"40,24";"47,99";"63,93"
"SEZIONE 1700";"";"12,22";"40,06";"49,43";"64,35"
"SEZIONE 1701";"";"15,82";"43,20";"50,71";"66,53"
"SEZIONE 1702";"";"15,52";"41,81";"50,57";"67,10"
"SEZIONE 1703";"";"17,64";"42,45";"48,88";"67,71"
"SEZIONE 1704";"";"18,44";"41,82";"51,17";"68,05"
"SEZIONE 1705";"";"15,64";"41,03";"51,03";"69,49"
"SEZIONE 1706";"";"16,79";"42,77";"50,80";"68,18"
"SEZIONE 1707";"";"10,82";"38,16";"46,05";"61,40"
"SEZIONE 1708";"";"15,15";"38,38";"47,93";"62,66"
"SEZIONE 1709";"";"19,24";"41,33";"49,46";"65,31"
"SEZIONE 1710";"";"19,02";"46,18";"53,66";"68,62"
"SEZIONE 1711";"";"19,27";"48,36";"54,53";"68,79"
"SEZIONE 1712";"";"17,83";"51,16";"61,50";"76,87"
"SEZIONE 1713";"";"19,95";"49,93";"55,67";"N.P."
"SEZIONE 1714";"";"12,67";"30,94";"36,43";"48,26"
"SEZIONE 1715";"";"10,82";"27,11";"31,13";"41,65"
"SEZIONE 1716";"";"16,69";"42,01";"49,21";"65,47"
"SEZIONE 1717";"";"15,43";"37,20";"41,47";"51,97"
"SEZIONE 1718";"";"14,76";"43,17";"51,10";"68,06"
"SEZIONE 1719";"";"11,95";"42,39";"54,50";"68,58"
"SEZIONE 1720";"";"12,04";"44,85";"54,99";"68,62"
"SEZIONE 1721";"";"8,21";"34,74";"47,37";"65,47"
"SEZIONE 1722";"";"22,80";"50,15";"57,14";"67,63"
"SEZIONE 1723";"";"21,49";"49,27";"58,19";"74,42"
"SEZIONE 1724";"";"24,36";"47,85";"55,44";"68,34"
"SEZIONE 1725";"";"14,00";"33,95";"40,82";"50,13"
"SEZIONE 1726";"";"20,95";"48,35";"57,53";"70,01"
"SEZIONE 1727";"";"23,46";"48,01";"56,52";"69,14"
"SEZIONE 1728";"";"20,53";"43,81";"50,57";"65,37"
"SEZIONE 1729";"";"19,58";"44,81";"52,83";"65,21"
"SEZIONE 1730";"";"13,38";"33,38";"41,80";"51,73"
"SEZIONE 1731";"";"20,52";"50,45";"57,85";"71,41"
"SEZIONE 1732";"";"21,68";"55,81";"62,83";"72,67"
"SEZIONE 1733";"";"21,07";"46,15";"54,79";"64,85"
"SEZIONE 1734";"";"19,93";"49,55";"57,35";"68,93"
"SEZIONE 1735";"";"16,23";"46,89";"54,06";"69,86"
"SEZIONE 1736";"";"20,73";"49,93";"59,62";"74,29"
"SEZIONE 1737";"";"21,56";"49,77";"63,07";"74,77"
"SEZIONE 1738";"";"19,41";"49,29";"60,52";"73,83"
"SEZIONE 1739";"";"19,13";"47,76";"57,60";"70,16"
"SEZIONE 1740";"";"18,15";"49,06";"56,09";"67,68"
"SEZIONE 1741";"";"19,18";"49,41";"58,71";"70,82"
"SEZIONE 1742";"";"18,46";"48,13";"60,40";"74,42"
"SEZIONE 1743";"";"22,03";"45,76";"55,45";"68,28"
"SEZIONE 1744";"";"17,18";"45,52";"54,97";"66,87"
"SEZIONE 1745";"";"18,18";"46,10";"54,03";"66,10"
"SEZIONE 1746";"";"20,19";"46,13";"55,63";"69,01"
"SEZIONE 1747";"";"18,26";"45,85";"56,74";"70,47"
"SEZIONE 1748";"";"19,83";"46,92";"54,06";"65,64"
"SEZIONE 1749";"";"22,25";"50,43";"61,43";"74,91"
"SEZIONE 1750";"";"19,63";"48,94";"55,31";"65,78"
"SEZIONE 1751";"";"23,42";"47,66";"56,54";"70,60"
"SEZIONE 1752";"";"19,48";"48,28";"56,45";"69,91"
"SEZIONE 1753";"";"17,36";"46,37";"55,36";"67,01"
"SEZIONE 1754";"";"14,83";"35,81";"41,43";"54,73"
"SEZIONE 1755";"";"14,77";"39,85";"46,75";"58,36"
"SEZIONE 1756";"";"19,96";"48,34";"55,87";"71,62"
"SEZIONE 1757";"";"15,70";"37,08";"43,77";"53,29"
"SEZIONE 1758";"";"17,50";"51,95";"60,42";"74,02"
"SEZIONE 1759";"";"18,60";"51,19";"60,98";"74,69"
"SEZIONE 1760";"";"20,00";"47,72";"58,23";"71,01"
"SEZIONE 1761";"";"18,21";"49,05";"58,33";"71,43"
"SEZIONE 1762";"";"14,72";"44,35";"55,94";"68,38"
"SEZIONE 1763";"";"19,68";"43,81";"55,56";"68,57"
"SEZIONE 1764";"";"21,50";"48,42";"58,18";"72,56"
"SEZIONE 1765";"";"19,34";"49,61";"59,47";"73,03"
"SEZIONE 1766";"";"17,43";"48,35";"51,02";"65,90"
"SEZIONE 1767";"";"20,08";"44,77";"50,91";"66,25"
"SEZIONE 1768";"";"17,57";"43,07";"52,70";"64,19"
"SEZIONE 1769";"";"18,96";"49,39";"55,12";"68,49"
"SEZIONE 1770";"";"22,41";"47,25";"55,44";"69,27"
"SEZIONE 1771";"";"18,29";"45,78";"52,66";"68,35"
"SEZIONE 1772";"";"18,68";"47,84";"56,18";"71,41"
"SEZIONE 1773";"";"20,14";"47,81";"55,62";"72,33"
"SEZIONE 1774";"";"20,40";"47,11";"54,36";"72,89"
"SEZIONE 1775";"";"20,95";"54,20";"63,34";"74,30"
"SEZIONE 1776";"";"22,73";"53,28";"61,99";"72,73"
"SEZIONE 1777";"";"17,22";"44,72";"54,31";"67,50"
"SEZIONE 1778";"";"15,00";"48,29";"54,71";"68,43"
"SEZIONE 1779";"";"23,73";"45,98";"54,29";"69,17"
"SEZIONE 1780";"";"18,25";"49,87";"57,14";"69,44"
"SEZIONE 1781";"";"19,00";"45,80";"54,08";"66,87"
"SEZIONE 1782";"";"21,04";"43,63";"53,46";"67,28"
"SEZIONE 1783";"";"18,43";"49,60";"60,76";"74,80"
"SEZIONE 1784";"";"16,68";"47,59";"58,40";"71,55"
"SEZIONE 1785";"";"17,01";"49,23";"60,70";"74,13"
"SEZIONE 1786";"";"16,18";"52,15";"62,34";"76,82"
"SEZIONE 1787";"";"20,02";"49,34";"60,06";"75,69"
"SEZIONE 1788";"";"21,78";"51,65";"60,43";"77,19"
"SEZIONE 1789";"";"20,48";"55,20";"63,42";"73,71"
"SEZIONE 1790";"";"18,21";"49,16";"61,05";"74,74"
"SEZIONE 1791";"";"16,48";"48,62";"60,80";"73,59"
"SEZIONE 1792";"";"20,36";"49,55";"59,28";"72,52"
"SEZIONE 1793";"";"20,45";"50,36";"58,58";"72,76"
"SEZIONE 1794";"";"17,34";"47,87";"55,53";"69,15"
"SEZIONE 1795";"";"19,96";"50,00";"64,73";"74,33"
"SEZIONE 1796";"";"16,84";"54,74";"64,95";"75,68"
"SEZIONE 1797";"";"19,43";"52,76";"62,91";"74,83"
"SEZIONE 1798";"";"18,49";"50,10";"58,35";"73,26"
"SEZIONE 1799";"";"16,69";"49,23";"58,70";"73,96"
"SEZIONE 1800";"";"33,38";"54,31";"63,83";"76,02"
"SEZIONE 1801";"";"16,97";"48,54";"57,95";"70,70"
"SEZIONE 1802";"";"17,27";"50,53";"60,44";"73,40"
"SEZIONE 1803";"";"20,59";"52,94";"60,61";"76,05"
"SEZIONE 1804";"";"22,19";"52,88";"63,36";"76,20"
"SEZIONE 1805";"";"18,45";"52,78";"60,72";"74,02"
"SEZIONE 1806";"";"20,69";"54,78";"63,25";"74,38"
"SEZIONE 1807";"";"19,11";"48,81";"56,16";"69,22"
"SEZIONE 1808";"";"22,16";"51,83";"60,53";"73,10"
"SEZIONE 1809";"";"21,16";"54,79";"62,21";"71,97"
"SEZIONE 1810";"";"19,53";"51,13";"59,08";"69,38"
"SEZIONE 1811";"";"17,69";"46,73";"51,35";"63,46"
"SEZIONE 1812";"";"14,85";"36,01";"38,05";"51,71"
"SEZIONE 1813";"";"16,52";"46,01";"50,67";"65,85"
"SEZIONE 1814";"";"18,69";"45,08";"56,06";"59,49"
"SEZIONE 1815";"";"17,24";"43,35";"48,99";"64,31"
"SEZIONE 1816";"";"19,47";"45,06";"50,07";"63,56"
"SEZIONE 1817";"";"19,37";"48,58";"54,42";"67,81"
"SEZIONE 1818";"";"16,04";"38,57";"43,57";"55,97"
"SEZIONE 1819";"";"17,68";"41,78";"46,60";"61,68"
"SEZIONE 1820";"";"15,92";"34,67";"38,92";"52,71"
"SEZIONE 1821";"";"17,13";"40,95";"46,44";"59,38"
"SEZIONE 1822";"";"14,34";"39,62";"45,91";"56,60"
"SEZIONE 1823";"";"18,93";"41,72";"46,15";"61,00"
"SEZIONE 1824";"";"17,73";"40,80";"44,27";"57,20"
"SEZIONE 1825";"";"13,76";"34,61";"38,87";"49,93"
"SEZIONE 1826";"";"19,82";"47,00";"49,85";"60,21"
"SEZIONE 1827";"";"12,20";"31,19";"35,60";"51,82"
"SEZIONE 1828";"";"15,98";"34,50";"38,50";"52,30"
"SEZIONE 1829";"";"25,03";"49,31";"55,48";"69,12"
"SEZIONE 1830";"";"21,77";"48,46";"53,01";"66,30"
"SEZIONE 1831";"";"15,60";"39,47";"45,47";"61,20"
"SEZIONE 1832";"";"19,27";"44,89";"49,82";"62,75"
"SEZIONE 1833";"";"18,44";"42,65";"48,19";"62,90"
"SEZIONE 1834";"";"16,69";"40,10";"46,45";"61,52"
"SEZIONE 1835";"";"17,63";"40,24";"44,62";"56,33"
"SEZIONE 1836";"";"16,60";"37,11";"41,76";"56,73"
"SEZIONE 1837";"";"20,82";"46,07";"49,39";"61,35"
"SEZIONE 1838";"";"19,37";"42,24";"49,12";"62,66"
"SEZIONE 1839";"";"17,69";"37,65";"41,64";"55,02"
"SEZIONE 1840";"";"16,24";"35,67";"40,13";"51,38"
"SEZIONE 1841";"";"18,85";"41,41";"45,11";"59,90"
"SEZIONE 1842";"";"14,09";"35,38";"39,41";"50,42"
"SEZIONE 1843";"";"13,13";"27,63";"33,25";"44,25"
"SEZIONE 1844";"";"11,23";"28,59";"31,14";"41,47"
"SEZIONE 1845";"";"11,08";"21,32";"22,53";"32,03"
"SEZIONE 1846";"";"9,65";"23,72";"25,99";"36,21"
"SEZIONE 1847";"";"15,04";"41,21";"48,73";"61,98"
"SEZIONE 1848";"";"11,26";"27,53";"30,38";"39,70"
"SEZIONE 1849";"";"8,98";"24,04";"26,16";"36,20"
"SEZIONE 1850";"";"13,65";"28,85";"32,29";"43,44"
"SEZIONE 1851";"";"14,74";"38,02";"43,80";"56,75"
"SEZIONE 1852";"";"17,44";"43,95";"50,43";"63,98"
"SEZIONE 1853";"";"16,30";"42,95";"50,71";"66,62"
"SEZIONE 1854";"";"16,50";"43,55";"49,26";"65,51"
"SEZIONE 1855";"";"19,03";"44,55";"49,38";"63,17"
"SEZIONE 1856";"";"20,45";"46,82";"52,96";"67,71"
"SEZIONE 1857";"";"20,80";"47,39";"52,61";"66,36"
"SEZIONE 1858";"";"16,75";"47,06";"53,07";"67,90"
"SEZIONE 1859";"";"17,63";"46,20";"54,84";"68,43"
"SEZIONE 1860";"";"18,01";"45,10";"51,35";"65,07"
"SEZIONE 1861";"";"13,89";"39,49";"44,71";"59,62"
"SEZIONE 1862";"";"15,45";"39,70";"47,27";"64,09"
"SEZIONE 1863";"";"17,70";"49,79";"56,69";"68,31"
"SEZIONE 1864";"";"20,12";"44,21";"52,28";"65,50"
"SEZIONE 1865";"";"18,05";"43,52";"47,60";"64,05"
"SEZIONE 1866";"";"14,96";"40,68";"45,41";"59,93"
"SEZIONE 1867";"";"18,51";"42,84";"49,94";"65,08"
"SEZIONE 1868";"";"16,23";"39,22";"42,73";"54,94"
"SEZIONE 1869";"";"17,66";"42,66";"47,32";"58,62"
"SEZIONE 1870";"";"16,46";"42,64";"47,51";"62,84"
"SEZIONE 1871";"";"18,64";"46,02";"50,11";"63,30"
"SEZIONE 1872";"";"17,66";"41,82";"46,74";"61,65"
"SEZIONE 1873";"";"17,37";"44,91";"51,77";"62,28"
"SEZIONE 1874";"";"17,55";"40,52";"46,29";"59,13"
"SEZIONE 1875";"";"19,56";"46,15";"55,93";"65,97"
"SEZIONE 1876";"";"16,64";"41,68";"49,39";"66,02"
"SEZIONE 1877";"";"18,87";"43,94";"51,24";"67,22"
"SEZIONE 1878";"";"19,24";"45,82";"53,38";"66,78"
"SEZIONE 1879";"";"16,19";"40,98";"46,62";"61,99"
"SEZIONE 1880";"";"19,31";"45,49";"51,97";"64,93"
"SEZIONE 1881";"";"17,98";"45,15";"50,05";"62,51"
"SEZIONE 1882";"";"21,71";"43,41";"49,63";"64,76"
"SEZIONE 1883";"";"7,99";"19,74";"21,65";"28,68"
"SEZIONE 1884";"";"17,17";"42,62";"49,01";"64,71"
"SEZIONE 1885";"";"15,44";"42,01";"50,66";"61,85"
"SEZIONE 1886";"";"12,89";"40,21";"49,03";"57,46"
"SEZIONE 1887";"";"15,79";"42,62";"49,74";"60,89"
"SEZIONE 1888";"";"16,38";"40,81";"46,88";"56,93"
"SEZIONE 1889";"";"19,83";"47,61";"57,09";"68,49"
"SEZIONE 1890";"";"17,68";"46,80";"55,64";"67,07"
"SEZIONE 1891";"";"18,29";"46,62";"53,54";"69,03"
"SEZIONE 1892";"";"17,95";"39,21";"48,03";"59,69"
"SEZIONE 1893";"";"18,60";"42,97";"52,05";"65,89"
"SEZIONE 1894";"";"17,58";"45,48";"54,14";"64,33"
"SEZIONE 1895";"";"19,86";"53,77";"61,63";"76,01"
"SEZIONE 1896";"";"14,48";"41,02";"47,96";"62,97"
"SEZIONE 1897";"";"23,50";"45,42";"52,44";"65,76"
"SEZIONE 1898";"";"17,73";"40,60";"46,41";"60,89"
"SEZIONE 1899";"";"18,81";"45,53";"55,03";"70,95"
"SEZIONE 1900";"";"17,79";"50,94";"61,46";"73,45"
"SEZIONE 1901";"";"16,18";"42,58";"50,97";"63,63"
"SEZIONE 1902";"";"16,49";"44,18";"50,07";"65,98"
"SEZIONE 1903";"";"18,60";"43,45";"49,85";"61,01"
"SEZIONE 1904";"";"19,32";"43,92";"50,81";"62,97"
"SEZIONE 1905";"";"17,39";"47,31";"55,88";"71,48"
"SEZIONE 1906";"";"14,01";"43,82";"50,70";"64,08"
"SEZIONE 1907";"";"22,24";"50,38";"56,13";"66,72"
"SEZIONE 1908";"";"17,84";"49,46";"56,53";"68,26"
"SEZIONE 1909";"";"15,56";"42,72";"50,21";"63,50"
"SEZIONE 1910";"";"18,69";"44,06";"52,47";"66,49"
"SEZIONE 1911";"";"20,50";"51,00";"57,25";"66,00"
"SEZIONE 1912";"";"16,74";"42,22";"49,19";"63,85"
"SEZIONE 1913";"";"14,98";"38,83";"45,91";"56,31"
"SEZIONE 1914";"";"19,02";"44,13";"53,64";"67,61"
"SEZIONE 1915";"";"16,37";"44,35";"51,34";"67,26"
"SEZIONE 1916";"";"17,50";"42,04";"47,35";"57,68"
"SEZIONE 1917";"";"16,30";"44,71";"51,25";"62,95"
"SEZIONE 1918";"";"18,84";"45,18";"52,12";"65,44"
"SEZIONE 1919";"";"20,50";"48,97";"55,57";"70,56"
"SEZIONE 1920";"";"17,35";"45,49";"53,24";"67,06"
"SEZIONE 1921";"";"20,58";"47,65";"53,37";"64,80"
"SEZIONE 1922";"";"12,52";"35,09";"41,47";"53,25"
"SEZIONE 1923";"";"18,75";"42,10";"46,23";"58,61"
"SEZIONE 1924";"";"17,57";"42,20";"48,14";"65,97"
"SEZIONE 1925";"";"13,57";"43,91";"53,49";"66,27"
"SEZIONE 1926";"";"16,38";"47,32";"52,89";"64,35"
"SEZIONE 1927";"";"13,96";"42,07";"47,96";"61,12"
"SEZIONE 1928";"";"15,94";"40,11";"44,75";"56,92"
"SEZIONE 1929";"";"11,25";"29,24";"32,20";"45,66"
"SEZIONE 1930";"";"18,14";"40,89";"46,11";"60,74"
"SEZIONE 1931";"";"14,43";"30,19";"34,41";"45,84"
"SEZIONE 1932";"";"12,82";"26,62";"29,55";"39,29"
"SEZIONE 1933";"";"14,05";"39,48";"47,07";"57,84"
"SEZIONE 1934";"";"17,39";"45,83";"49,71";"62,21"
"SEZIONE 1935";"";"16,25";"41,64";"47,65";"61,13"
"SEZIONE 1936";"";"21,03";"46,62";"51,47";"66,18"
"SEZIONE 1937";"";"15,27";"51,33";"60,25";"73,87"
"SEZIONE 1938";"";"17,43";"46,84";"58,27";"68,59"
"SEZIONE 1939";"";"20,35";"47,61";"56,48";"67,77"
"SEZIONE 1940";"";"17,77";"45,53";"53,66";"67,83"
"SEZIONE 1941";"";"16,54";"41,85";"50,62";"73,09"
"SEZIONE 1942";"";"17,99";"47,25";"55,70";"67,65"
"SEZIONE 1943";"";"19,68";"52,39";"59,33";"68,60"
"SEZIONE 1944";"";"21,56";"49,36";"55,99";"67,35"
"SEZIONE 1945";"";"19,31";"49,38";"56,31";"69,93"
"SEZIONE 1946";"";"18,45";"47,25";"56,63";"69,36"
"SEZIONE 1947";"";"17,77";"50,72";"59,16";"73,79"
"SEZIONE 1948";"";"16,44";"48,76";"62,26";"74,47"
"SEZIONE 1949";"";"18,46";"44,63";"53,86";"64,50"
"SEZIONE 1950";"";"15,41";"46,84";"54,80";"66,02"
"SEZIONE 1951";"";"15,46";"38,15";"43,98";"53,61"
"SEZIONE 1952";"";"16,56";"37,21";"44,47";"57,67"
"SEZIONE 1953";"";"16,89";"41,73";"49,33";"60,23"
"SEZIONE 1954";"";"16,67";"40,98";"48,82";"61,57"
"SEZIONE 1955";"";"13,37";"32,61";"40,33";"53,59"
"SEZIONE 1956";"";"12,36";"33,85";"39,20";"50,33"
"SEZIONE 1957";"";"14,47";"34,37";"40,80";"53,07"
"SEZIONE 1958";"";"16,62";"39,22";"45,58";"59,35"
"SEZIONE 1959";"";"19,70";"44,40";"50,92";"64,42"
"SEZIONE 1960";"";"12,47";"36,83";"44,06";"56,64"
"SEZIONE 1961";"";"13,90";"33,58";"38,01";"53,63"
"SEZIONE 1962";"";"13,18";"31,93";"35,80";"48,98"
"SEZIONE 1963";"";"11,34";"29,21";"37,63";"47,25"
"SEZIONE 1964";"";"6,90";"36,21";"44,83";"53,45"
"SEZIONE 1965";"";"12,30";"33,46";"38,52";"51,91"
"SEZIONE 1966";"";"15,32";"41,94";"48,39";"60,89"
"SEZIONE 1967";"";"15,18";"41,40";"47,78";"61,40"
"SEZIONE 1968";"";"15,05";"43,89";"50,36";"65,51"
"SEZIONE 1969";"";"19,61";"41,60";"48,20";"61,65"
"SEZIONE 1970";"";"19,79";"43,35";"49,76";"64,02"
"SEZIONE 1971";"";"14,53";"41,39";"48,14";"61,32"
"SEZIONE 1972";"";"14,19";"38,10";"44,70";"58,60"
"SEZIONE 1973";"";"17,35";"46,67";"57,37";"69,57"
"SEZIONE 1974";"";"16,27";"37,40";"44,29";"59,55"
"SEZIONE 1975";"";"17,51";"43,63";"52,54";"66,42"
"SEZIONE 1976";"";"16,18";"45,06";"52,47";"65,84"
"SEZIONE 1977";"";"15,92";"41,82";"50,22";"66,37"
"SEZIONE 1978";"";"17,26";"45,39";"55,19";"65,73"
"SEZIONE 1979";"";"14,49";"37,07";"44,70";"58,18"
"SEZIONE 1980";"";"17,69";"39,04";"45,72";"56,62"
"SEZIONE 1981";"";"12,92";"36,19";"40,73";"53,74"
"SEZIONE 1982";"";"14,57";"34,16";"40,89";"54,00"
"SEZIONE 1983";"";"16,39";"39,69";"45,30";"58,01"
"SEZIONE 1984";"";"15,99";"34,94";"40,61";"52,42"
"SEZIONE 1985";"";"18,16";"45,81";"51,56";"64,68"
"SEZIONE 1986";"";"12,77";"40,84";"46,51";"58,31"
"SEZIONE 1987";"";"13,85";"34,62";"40,14";"51,53"
"SEZIONE 1988";"";"17,32";"41,06";"50,57";"61,93"
"SEZIONE 1989";"";"13,61";"36,72";"39,42";"52,75"
"SEZIONE 1990";"";"17,49";"41,01";"48,22";"60,47"
"SEZIONE 1991";"";"18,84";"44,47";"47,11";"59,05"
"SEZIONE 1992";"";"13,72";"32,78";"39,52";"51,84"
"SEZIONE 1993";"";"13,97";"35,60";"38,16";"48,38"
"SEZIONE 1994";"";"15,19";"32,45";"40,74";"53,16"
"SEZIONE 1995";"";"14,70";"39,61";"47,19";"60,62"
"SEZIONE 1996";"";"18,71";"43,17";"49,37";"61,42"
"SEZIONE 1997";"";"22,92";"48,26";"57,51";"71,18"
"SEZIONE 1998";"";"15,10";"36,03";"41,86";"55,69"
"SEZIONE 1999";"";"18,64";"34,13";"39,60";"50,79"
"SEZIONE 2000";"";"17,04";"40,20";"46,57";"61,37"
"SEZIONE 2001";"";"18,00";"43,89";"50,65";"63,11"
"SEZIONE 2002";"";"16,71";"38,12";"46,10";"61,78"
"SEZIONE 2003";"";"14,23";"36,10";"41,38";"52,59"
"SEZIONE 2004";"";"14,44";"36,92";"43,04";"57,04"
"SEZIONE 2005";"";"18,42";"41,05";"48,95";"60,18"
"SEZIONE 2006";"";"14,92";"38,37";"45,83";"58,97"
"SEZIONE 2007";"";"16,43";"37,90";"43,08";"53,56"
"SEZIONE 2008";"";"17,18";"43,11";"47,97";"63,61"
"SEZIONE 2009";"";"17,50";"41,31";"49,33";"60,15"
"SEZIONE 2010";"";"15,34";"36,85";"38,02";"47,07"
"SEZIONE 2011";"";"13,00";"25,69";"29,36";"41,28"
"SEZIONE 2012";"";"12,97";"29,78";"34,15";"46,73"
"SEZIONE 2013";"";"19,27";"39,55";"46,00";"60,36"
"SEZIONE 2014";"";"13,52";"35,70";"39,76";"52,76"
"SEZIONE 2015";"";"16,05";"38,54";"45,52";"56,66"
"SEZIONE 2016";"";"15,81";"41,56";"46,69";"56,62"
"SEZIONE 2017";"";"14,02";"42,62";"51,44";"63,42"
"SEZIONE 2018";"";"21,23";"45,74";"52,62";"65,62"
"SEZIONE 2019";"";"20,39";"49,77";"58,28";"73,53"
"SEZIONE 2020";"";"20,88";"47,16";"55,41";"67,14"
"SEZIONE 2021";"";"18,95";"50,19";"55,83";"68,63"
"SEZIONE 2022";"";"18,40";"45,56";"51,60";"65,31"
"SEZIONE 2023";"";"18,41";"46,53";"54,98";"67,21"
"SEZIONE 2024";"";"18,89";"44,53";"51,01";"66,80"
"SEZIONE 2025";"";"17,80";"48,41";"55,72";"69,49"
"SEZIONE 2026";"";"17,07";"41,30";"47,03";"61,12"
"SEZIONE 2027";"";"17,43";"45,79";"50,84";"64,06"
"SEZIONE 2028";"";"18,56";"46,46";"53,03";"64,65"
"SEZIONE 2029";"";"17,40";"41,85";"47,32";"58,76"
"SEZIONE 2030";"";"12,26";"31,25";"37,62";"49,76"
"SEZIONE 2031";"";"16,26";"37,20";"41,95";"54,30"
"SEZIONE 2032";"";"16,98";"40,78";"45,50";"57,05"
"SEZIONE 2033";"";"17,15";"46,66";"52,64";"64,01"
"SEZIONE 2034";"";"15,01";"39,00";"44,09";"57,72"
"SEZIONE 2035";"";"24,59";"50,05";"55,06";"68,01"
"SEZIONE 2036";"";"15,71";"50,15";"56,55";"69,16"
"SEZIONE 2037";"";"14,51";"47,49";"55,28";"69,39"
"SEZIONE 2038";"";"15,67";"44,76";"51,75";"64,37"
"SEZIONE 2039";"";"18,33";"49,85";"56,74";"69,35"
"SEZIONE 2040";"";"15,78";"47,78";"59,68";"74,18"
"SEZIONE 2041";"";"16,76";"49,71";"56,91";"67,35"
"SEZIONE 2042";"";"19,51";"48,40";"57,46";"73,67"
"SEZIONE 2043";"";"21,06";"40,18";"47,08";"62,39"
"SEZIONE 2044";"";"18,35";"46,26";"51,90";"65,79"
"SEZIONE 2045";"";"14,67";"37,88";"44,12";"59,63"
"SEZIONE 2046";"";"14,40";"36,97";"41,13";"52,62"
"SEZIONE 2047";"";"11,23";"33,98";"40,79";"52,39"
"SEZIONE 2048";"";"16,46";"35,43";"43,20";"56,34"
"SEZIONE 2049";"";"16,32";"43,17";"48,72";"61,15"
"SEZIONE 2050";"";"14,25";"43,85";"48,31";"62,46"
"SEZIONE 2051";"";"17,34";"45,28";"51,93";"68,02"
"SEZIONE 2052";"";"18,19";"42,07";"49,91";"64,55"
"SEZIONE 2053";"";"16,55";"38,24";"44,34";"58,97"
"SEZIONE 2054";"";"17,02";"39,58";"45,20";"57,74"
"SEZIONE 2055";"";"15,01";"35,46";"43,17";"57,35"
"SEZIONE 2056";"";"13,44";"36,67";"43,28";"52,77"
"SEZIONE 2057";"";"14,95";"39,77";"46,75";"56,53"
"SEZIONE 2058";"";"13,28";"34,93";"42,46";"58,61"
"SEZIONE 2059";"";"12,96";"28,74";"33,25";"45,25"
"SEZIONE 2060";"";"13,38";"28,04";"32,72";"44,32"
"SEZIONE 2061";"";"12,40";"36,18";"42,94";"54,83"
"SEZIONE 2062";"";"15,35";"38,00";"45,73";"58,19"
"SEZIONE 2063";"";"12,94";"35,49";"41,96";"53,96"
"SEZIONE 2064";"";"15,04";"44,69";"55,31";"71,24"
"SEZIONE 2065";"";"13,91";"39,34";"46,29";"59,75"
"SEZIONE 2066";"";"13,44";"33,90";"38,42";"48,55"
"SEZIONE 2067";"";"13,74";"41,98";"49,36";"60,73"
